region,tier,roll_count,item_id,weight,min,max
scrap_market,container_day,4,reg_scrap_coupon_stack,11,2,5
scrap_market,container_day,4,val_lottery_ticket,7,1,3
scrap_market,container_day,4,coupon_faded,7,2,6
scrap_market,container_day,4,junk_magazine,6,1,3
scrap_market,container_day,4,val_radio_hand,5,1,1
scrap_market,container_day,4,coin_scrap,8,3,10
scrap_market,container_day,4,coin_old,6,2,8
scrap_market,container_day,4,battery_aa,5,1,2
scrap_market,container_day,4,canned_food,5,1,2
scrap_market,container_day,4,bandage,5,1,2
scrap_market,container_day,4,junk_plastic_bottle,5,2,6
scrap_market,container_day,4,val_ring_copper,4,1,1
scrap_market,container_day,4,energy_bar,4,1,2
scrap_market,container_day,4,ingredient_salt,5,1,3
scrap_market,container_day,4,ingredient_flour,4,1,2
scrap_market,container_day,4,ingredient_sugar,4,1,3
scrap_market,container_day,4,recipe_bread,3,1,1
scrap_market,container_night,4,reg_scrap_neon_tube,14,1,3
scrap_market,container_night,4,reg_scrap_coupon_stack,10,2,4
scrap_market,container_night,4,val_chip_credit,6,1,1
scrap_market,container_night,4,val_phone_old,5,1,1
scrap_market,container_night,4,smoke_bomb,4,1,1
scrap_market,container_night,4,stim_injector,3,1,1
scrap_market,container_night,4,adrenaline_shot,3,1,1
scrap_market,container_night,4,hemostatic_powder,4,1,1
scrap_market,container_night,4,junk_remote_tv,5,1,1
scrap_market,container_night,4,coin_scrap,7,2,8
scrap_market,container_night,4,bandage_compress,4,1,2
scrap_market,container_night,4,ingredient_salt,4,1,2
scrap_market,container_night,4,ingredient_flour,3,1,2
scrap_market,container_night,4,ingredient_sugar,3,1,2
scrap_market,ground_day,2,reg_scrap_coupon_stack,9,1,3
scrap_market,ground_day,2,junk_can_empty,6,1,4
scrap_market,ground_day,2,coin_scrap,7,2,5
scrap_market,ground_day,2,junk_cigarette_pack,4,1,2
scrap_market,ground_night,2,reg_scrap_neon_tube,10,1,2
scrap_market,ground_night,2,junk_glass_shard,5,2,5
scrap_market,ground_night,2,val_watch_broken,4,1,1
scrap_market,ground_night,2,coffee,4,1,2
industrial,container_day,4,reg_industrial_pressure_gauge,12,1,2
industrial,container_day,4,reg_industrial_coolant_can,10,1,2
industrial,container_day,4,wire,9,2,6
industrial,container_day,4,tool_part,8,1,3
industrial,container_day,4,scrap_metal,8,2,8
industrial,container_day,4,screw,7,3,10
industrial,container_day,4,fuel_can,6,1,1
industrial,container_day,4,chemical_flask,6,1,3
industrial,container_day,4,ingredient_herb,5,1,2
industrial,container_day,4,recipe_tea,3,1,1
industrial,container_day,4,circuit_board,4,1,1
industrial,container_day,4,flashlight_bulb,5,1,2
industrial,container_day,4,junk_wire_tangle,5,1,3
industrial,container_day,4,junk_nail_box,4,1,2
industrial,container_day,4,ruby_dust,3,2,5
industrial,container_night,4,reg_industrial_pressure_gauge,11,1,2
industrial,container_night,4,reg_industrial_coolant_can,11,1,2
industrial,container_night,4,circuit_board,8,1,2
industrial,container_night,4,fuel_can,7,1,2
industrial,container_night,4,scrap_metal,7,3,10
industrial,container_night,4,anomaly_residue,5,1,2
industrial,container_night,4,junk_lightbulb_dead,5,2,4
industrial,container_night,4,junk_printer,3,1,1
industrial,container_night,4,ruby_dust,5,3,8
industrial,container_night,4,disinfectant,4,1,2
industrial,ground_day,2,scrap_metal,8,1,4
industrial,ground_day,2,wire,7,1,3
industrial,ground_day,2,wood_plank,4,1,2
industrial,ground_night,2,reg_industrial_coolant_can,9,1,1
industrial,ground_night,2,junk_battery_dead,6,2,5
industrial,ground_night,2,anomaly_residue,5,1,2
entertainment,container_day,4,reg_entertain_show_ticket,12,1,2
entertainment,container_day,4,reg_entertain_luna_sticker,11,2,6
entertainment,container_day,4,val_vinyl_record,8,1,1
entertainment,container_day,4,junk_cassette,7,1,4
entertainment,container_day,4,val_music_box,5,1,1
entertainment,container_day,4,val_whiskey_bottle,6,1,1
entertainment,container_day,4,junk_doll_head,6,1,1
entertainment,container_day,4,val_perfume_empty,5,1,1
entertainment,container_day,4,junk_magazine,5,2,4
entertainment,container_day,4,val_chess_set,3,1,1
entertainment,container_day,4,val_chain_gold,8,2,4
entertainment,container_day,4,val_gem_loose,8,2,3
entertainment,container_day,4,val_watch_pocket,6,1,3
entertainment,container_day,4,val_cigar_box,6,1,3
entertainment,container_day,4,val_dental_gold,8,2,4
entertainment,container_day,4,liquor_bottle,4,1,2
entertainment,container_day,4,water_bottle,4,1,2
entertainment,container_day,4,ingredient_meat,4,1,2
entertainment,container_day,4,ingredient_vegetable,4,1,2
entertainment,container_night,4,reg_entertain_show_ticket,13,1,2
entertainment,container_night,4,reg_entertain_luna_sticker,12,3,8
entertainment,container_night,4,whisper_tape,6,1,1
entertainment,container_night,4,recipe_stew,3,1,1
entertainment,container_night,4,recipe_special,2,1,1
entertainment,container_night,4,junk_mannequin_arm,5,1,1
entertainment,container_night,4,val_cigar_box,5,1,1
entertainment,container_night,4,val_camera_film,4,1,1
entertainment,container_night,4,val_ring_wedding,1,1,1
entertainment,container_night,4,smoke_bomb,4,1,1
entertainment,container_night,4,stim_injector,3,1,1
entertainment,container_night,4,junk_trophy_fake,4,1,1
entertainment,ground_day,2,reg_entertain_luna_sticker,9,2,4
entertainment,ground_day,2,junk_cd_scratched,5,1,3
entertainment,ground_night,2,reg_entertain_show_ticket,10,1,1
entertainment,ground_night,2,black_liquid,4,1,1
industrial,container_day,4,reg_railway_rail_clip,12,2,5
industrial,container_day,4,reg_railway_grease_tin,10,1,3
industrial,container_day,4,scrap_metal,10,3,10
industrial,container_day,4,junk_bike_wheel,7,1,1
industrial,container_day,4,junk_sign_road,6,1,1
industrial,container_day,4,junk_nail_box,7,2,5
industrial,container_day,4,tool_part,7,1,3
industrial,container_day,4,junk_pan_rust,5,1,1
industrial,container_day,4,wood_plank,5,1,3
industrial,container_day,4,junk_rope_short,5,1,2
industrial,container_day,4,hammer,2,1,1
industrial,container_night,4,reg_railway_rail_clip,11,2,6
industrial,container_night,4,reg_railway_grease_tin,11,2,4
industrial,container_night,4,scrap_metal,9,4,12
industrial,container_night,4,junk_typewriter,4,1,1
industrial,container_night,4,pipe_worn,3,1,1
industrial,container_night,4,junk_keys_bent,5,1,3
industrial,container_night,4,fuel_can,5,1,1
industrial,container_night,4,vest_scrap,3,1,1
industrial,ground_day,2,scrap_metal,9,2,5
industrial,ground_day,2,junk_can_empty,5,1,4
industrial,ground_night,2,reg_railway_grease_tin,8,1,2
industrial,ground_night,2,junk_sign_road,5,1,1
entertainment,container_day,4,reg_sanctuary_prayer_bead,12,1,2
entertainment,container_day,4,reg_sanctuary_wilted_flower,10,1,3
entertainment,container_day,4,junk_candle_stub,8,2,5
entertainment,container_day,4,mark_chalk,7,2,4
entertainment,container_day,4,clock_part,5,1,2
entertainment,container_day,4,junk_photo_frame,6,1,1
entertainment,container_day,4,junk_book_novel,5,1,2
entertainment,container_day,4,junk_ashtray,4,1,1
entertainment,container_day,4,painkiller,4,1,2
entertainment,container_day,4,disinfectant,4,1,2
entertainment,container_night,4,reg_sanctuary_prayer_bead,11,1,2
entertainment,container_night,4,reg_sanctuary_wilted_flower,11,2,4
entertainment,container_night,4,clock_part,8,1,3
entertainment,container_night,4,photo_brother,2,1,1
entertainment,container_night,4,val_artifact_shard,5,1,1
entertainment,container_night,4,black_liquid,4,1,1
entertainment,container_night,4,antidote,4,1,1
entertainment,container_night,4,junk_mirror_shard,5,1,2
entertainment,ground_day,2,reg_sanctuary_wilted_flower,8,1,2
entertainment,ground_day,2,junk_candle_stub,6,1,3
entertainment,ground_night,2,mark_chalk,7,1,3
entertainment,ground_night,2,whisper_tape,4,1,1
eternal_night_core,container_day,4,reg_core_observation_log,12,1,1
eternal_night_core,container_day,4,reg_core_void_residue,11,1,2
eternal_night_core,container_day,4,ruby_dust,8,3,10
eternal_night_core,container_day,4,ruby_corrupted,6,1,2
eternal_night_core,container_day,4,circuit_board,5,1,1
eternal_night_core,container_day,4,val_artifact_shard,5,1,1
eternal_night_core,container_day,4,anomaly_residue,5,1,2
eternal_night_core,container_day,4,black_liquid,4,1,1
eternal_night_core,container_day,4,map_fragment,2,1,1
eternal_night_core,container_night,4,reg_core_observation_log,13,1,1
eternal_night_core,container_night,4,reg_core_void_residue,14,1,3
eternal_night_core,container_night,4,ruby_core,4,1,1
eternal_night_core,container_night,4,ruby_corrupted,8,1,3
eternal_night_core,container_night,4,anomaly_blade,2,1,1
eternal_night_core,container_night,4,val_id_government,3,1,1
eternal_night_core,container_night,4,black_liquid,6,1,2
eternal_night_core,container_night,4,stim_injector,3,1,1
eternal_night_core,ground_day,2,reg_core_void_residue,9,1,1
eternal_night_core,ground_night,2,reg_core_observation_log,10,1,1
eternal_night_core,ground_night,2,ruby_corrupted,6,1,2
