region,tier,roll_count,item_id,weight,min,max
scrap_market,crate,2,canned_food,7,1,2
scrap_market,crate,2,water_bottle,7,1,1
scrap_market,crate,2,bandage,6,1,2
scrap_market,crate,2,painkiller,5,1,1
scrap_market,crate,2,scrap_metal,6,1,2
scrap_market,crate,2,screw,5,1,3
scrap_market,crate,2,wire,5,1,2
scrap_market,crate,2,cloth_rag,5,1,2
scrap_market,crate,2,gauze_roll,4,1,2
scrap_market,crate,2,energy_bar,4,1,2
scrap_market,crate,2,junk_nail_box,4,1,1
scrap_market,crate,2,ammo_9x19,3,5,15
scrap_market,crate,2,tool_part,3,1,1
scrap_market,crate,2,reg_scrap_neon_tube,3,1,1
scrap_market,crate,2,val_watch_broken,2,1,1
# ── 계산대 (고철) ──
scrap_market,register,2,scrap_money,20,50,250
scrap_market,register,2,coupon_faded,4,1,3
scrap_market,register,2,val_lottery_ticket,3,1,2
scrap_market,register,2,reg_scrap_coupon_stack,3,1,2
scrap_market,register,2,token_subway,1,1,1
# ── 금고 (고철) ──
scrap_market,safe,2,scrap_money,16,300,1000
scrap_market,safe,2,val_ring_silver,5,1,1
scrap_market,safe,2,val_coin_collect,3,1,1
scrap_market,safe,2,val_chip_credit,3,1,1
scrap_market,safe,2,val_watch_pocket,3,1,1
scrap_market,safe,2,val_necklace_gold,3,1,1
scrap_market,safe,2,coin_military,2,1,1
scrap_market,safe,2,val_chain_gold,2,1,1
scrap_market,safe,2,val_gem_loose,2,1,1
scrap_market,safe,2,ruby_shard,1,1,1
# ── 바닥 ──
scrap_market,ground,1,junk_can_empty,8,1,2
scrap_market,ground,1,reg_scrap_coupon_stack,6,1,2
scrap_market,ground,1,junk_cigarette_pack,5,1,1
scrap_market,ground,1,junk_glass_shard,5,1,2
scrap_market,ground,1,stone,4,1,2
scrap_market,ground,1,junk_newspaper,4,1,1
scrap_market,ground,1,bandage,3,1,1
scrap_market,ground,1,battery_aa,3,1,1
scrap_market,ground,1,coffee,3,1,1
scrap_market,ground,1,val_watch_broken,3,1,1
scrap_market,ground,1,scrap_metal,3,1,1
scrap_market,ground,1,water_bottle,2,1,1
# ── 시체 (고철은 유닛별 cashMin/Max로 따로) ──
scrap_market,corpse,2,bandage,8,1,2
scrap_market,corpse,2,junk_cigarette_pack,7,1,1
scrap_market,corpse,2,painkiller,6,1,1
scrap_market,corpse,2,canned_food,5,1,1
scrap_market,corpse,2,energy_bar,5,1,1
scrap_market,corpse,2,ammo_9x19,5,4,12
scrap_market,corpse,2,junk_lighter_empty,5,1,1
scrap_market,corpse,2,coffee,4,1,1
scrap_market,corpse,2,junk_wallet_empty,4,1,1
scrap_market,corpse,2,knife,2,1,1
scrap_market,corpse,2,val_dental_gold,2,1,1
scrap_market,corpse,2,val_watch_wrist,2,1,1
scrap_market,corpse,2,stim_injector,1,1,1
scrap_market,corpse,2,mag_9x19,1,1,1
# ── 실내: 상점·세탁소·공용 ──
scrap_market,int_shop,2,soda_can,6,1,2
scrap_market,int_shop,2,instant_noodles,6,1,2
scrap_market,int_shop,2,water_bottle,5,1,1
scrap_market,int_shop,2,battery_aa,5,1,2
scrap_market,int_shop,2,cloth_rag,5,1,2
scrap_market,int_shop,2,tape_roll,4,1,1
scrap_market,int_shop,2,val_lottery_ticket,4,1,2
scrap_market,int_shop,2,coupon_faded,4,1,3
scrap_market,int_shop,2,junk_toy_bear,3,1,1
scrap_market,int_shop,2,junk_book_novel,3,1,1
scrap_market,int_shop,2,val_vinyl_record,3,1,1
scrap_market,int_shop,2,val_perfume_empty,2,1,1
scrap_market,int_shop,2,junk_soap_bar,3,1,1
scrap_market,int_shop,2,backpack_basic,1,1,1
# ── 실내: 식당 ──
scrap_market,int_food,2,canned_food,10,1,2
scrap_market,int_food,2,instant_noodles,8,1,2
scrap_market,int_food,2,water_bottle,8,1,2
scrap_market,int_food,2,soda_can,6,1,2
scrap_market,int_food,2,coffee,5,1,1
scrap_market,int_food,2,ingredient_flour,5,1,2
scrap_market,int_food,2,ingredient_salt,5,1,2
scrap_market,int_food,2,ingredient_sugar,5,1,2
scrap_market,int_food,2,ingredient_meat,4,1,1
scrap_market,int_food,2,ingredient_vegetable,4,1,2
scrap_market,int_food,2,energy_bar,4,1,2
scrap_market,int_food,2,liquor_bottle,2,1,1
scrap_market,int_food,2,recipe_stew,1,1,1
scrap_market,int_food,2,recipe_bread,1,1,1
# ── 실내: 약국 ──
scrap_market,int_medical,2,bandage,10,1,2
scrap_market,int_medical,2,painkiller,9,1,2
scrap_market,int_medical,2,gauze_roll,8,1,2
scrap_market,int_medical,2,disinfectant,6,1,1
scrap_market,int_medical,2,bandage_compress,5,1,1
scrap_market,int_medical,2,splint,4,1,1
scrap_market,int_medical,2,tourniquet,3,1,1
scrap_market,int_medical,2,hemostatic_powder,3,1,1
scrap_market,int_medical,2,antidote,3,1,1
scrap_market,int_medical,2,first_aid_kit,2,1,1
scrap_market,int_medical,2,morphine_ampule,1,1,1
scrap_market,int_medical,2,stim_injector,1,1,1
# ── 실내: 철물점·차고·창고 ──
scrap_market,int_tools,2,scrap_metal,9,1,3
scrap_market,int_tools,2,screw,9,1,3
scrap_market,int_tools,2,wire,8,1,2
scrap_market,int_tools,2,tool_part,7,1,2
scrap_market,int_tools,2,tape_roll,6,1,1
scrap_market,int_tools,2,wood_plank,5,1,2
scrap_market,int_tools,2,junk_nail_box,5,1,1
scrap_market,int_tools,2,fuel_can,4,1,1
scrap_market,int_tools,2,repair_kit,3,1,1
scrap_market,int_tools,2,chemical_flask,3,1,1
scrap_market,int_tools,2,gloves_work,2,1,1
scrap_market,int_tools,2,circuit_board,1,1,1
scrap_market,int_tools,2,hammer,1,1,1
scrap_market,int_tools,2,pipe,1,1,1
# ── 실내: 컴퓨터가게 ──
scrap_market,int_electronics,2,battery_aa,9,1,3
scrap_market,int_electronics,2,wire,8,1,2
scrap_market,int_electronics,2,val_phone_old,6,1,1
scrap_market,int_electronics,2,circuit_board,5,1,1
scrap_market,int_electronics,2,flashlight_bulb,5,1,1
scrap_market,int_electronics,2,val_calculator,5,1,1
scrap_market,int_electronics,2,junk_remote_tv,5,1,1
scrap_market,int_electronics,2,junk_cassette,4,1,1
scrap_market,int_electronics,2,val_radio_hand,3,1,1
scrap_market,int_electronics,2,tool_part,3,1,1
scrap_market,int_electronics,2,val_camera_film,2,1,1
scrap_market,int_electronics,2,val_laptop_dead,2,1,1
scrap_market,int_electronics,2,val_power_cell_drained,1,1,1
# ── 실내: 경찰서 ──
scrap_market,int_police,2,ammo_9x19,10,6,18
scrap_market,int_police,2,bandage,5,1,2
scrap_market,int_police,2,mag_9x19,5,1,1
scrap_market,int_police,2,tourniquet,4,1,1
scrap_market,int_police,2,smoke_bomb,3,1,1
scrap_market,int_police,2,knife,3,1,1
scrap_market,int_police,2,ifak_injury,2,1,1
scrap_market,int_police,2,pistol9,2,1,1
scrap_market,int_police,2,vest_scrap,2,1,1
scrap_market,int_police,2,helmet_bucket,2,1,1
scrap_market,int_police,2,rig_tactical,2,1,1
scrap_market,int_police,2,armor_night,1,1,1
scrap_market,int_police,2,key_police_armory,2,1,1
# ── 실내: 보석상 ──
scrap_market,int_jewelry,2,val_ring_silver,8,1,1
scrap_market,int_jewelry,2,val_earring_pair,7,1,1
scrap_market,int_jewelry,2,val_bracelet,7,1,1
scrap_market,int_jewelry,2,val_watch_wrist,6,1,1
scrap_market,int_jewelry,2,val_perfume_empty,4,1,1
scrap_market,int_jewelry,2,val_necklace_gold,4,1,1
scrap_market,int_jewelry,2,val_chain_gold,3,1,1
scrap_market,int_jewelry,2,val_jade_pendant,3,1,1
scrap_market,int_jewelry,2,val_gem_loose,3,1,1
scrap_market,int_jewelry,2,val_platinum_chain,1,1,1
scrap_market,int_jewelry,2,val_opal_ring,1,1,1
scrap_market,int_jewelry,2,val_diamond_ring,0.5,1,1
# ── 실내: 짙은현상 지하·돔 금고실 ──
scrap_market,int_basement,2,anomaly_residue,6,1,2
scrap_market,int_basement,2,ruby_dust,6,1,3
scrap_market,int_basement,2,ruby_shard,3,1,1
scrap_market,int_basement,2,val_artifact_shard,3,1,1
scrap_market,int_basement,2,val_power_cell_drained,2,1,1
scrap_market,int_basement,2,clock_part,2,1,1
scrap_market,int_basement,2,stim_injector,2,1,1
scrap_market,int_basement,2,adrenaline_shot,2,1,1
scrap_market,int_basement,2,morphine_ampule,2,1,1
scrap_market,int_basement,2,black_liquid,1,1,1
scrap_market,int_basement,2,whisper_tape,1,1,1
scrap_market,int_basement,2,ruby_crystal,0.5,1,1
